CASE1,CASE2,CASE3,CASE4
1465.8,1465.8,1464.4,1436.6
1466,1466,1463.9,1436.8
1466.2,1466.2,1463.2,1437.4
1466.5,1466.5,1462.6,1438.3
1466.8,1466.8,1462,1439.5
1467.1,1467.1,1461.6,1440.7
1467.5,1467.5,1461.4,1441.7
1467.9,1467.9,1461.2,1442.8
1468.3,1468.3,1461.2,1444.1
1468.7,1468.7,1461.3,1446.1
1469.1,1469.1,1461.7,1448.6
1469.5,1469.5,1462.2,1451.5
1470,1470,1462.7,1454.1
1470.4,1470.4,1463.2,1455.9
1470.7,1470.7,1463.4,1457.1
1471,1471,1463.5,1458
1471.3,1471.3,1463.4,1458.7
1471.4,1471.4,1463.1,1459.8
1471.5,1471.5,1463,1461.3
1471.5,1471.5,1462.9,1463.2
1471.5,1471.5,1462.8,1464.9
1471.4,1471.4,1462.9,1466.4
1471.3,1471.3,1462.9,1467.5
1471.2,1471.2,1463.1,1468.1
1471.1,1471.1,1463.2,1468.3
1470.9,1470.9,1463.4,1468.3
1470.8,1470.8,1463.5,1468.4
1470.6,1470.6,1463.6,1468.4
1470.4,1470.4,1463.6,1468.3
1470.2,1470.2,1463.7,1468.3
1470.1,1470.1,1463.7,1468.2
1469.9,1469.9,1463.7,1468.2
1469.8,1469.8,1463.5,1468.2
1469.7,1469.7,1463.4,1468.1
1469.6,1469.6,1463.2,1467.9
1469.6,1469.6,1463.1,1467.4
1469.5,1469.5,1463,1466.5
1469.5,1469.5,1462.9,1465.3
1469.4,1469.4,1462.7,1464.3
1469.4,1469.4,1462.5,1463.6
1469.3,1469.3,1462.2,1463.5
1469.2,1469.2,1462,1464.1
1469.1,1469.1,1461.9,1465.6
1469,1469,1461.9,1467.9
1469,1469,1462.1,1471.2
1469,1469,1462.4,1474.9
1469,1469,1462.8,1478.2
1469.1,1469.1,1463.2,1480.9
1469.2,1469.2,1463.7,1482.1
1469.3,1469.3,1464.2,1481.4
1469.4,1469.4,1464.6,1479.3
1469.5,1469.5,1464.9,1476.9
1469.6,1469.6,1465,1474.8
1469.6,1469.6,1464.9,1474
1469.6,1469.6,1464.5,1474.9
1469.7,1469.7,1464.2,1476.9
1469.7,1469.7,1463.8,1478.7
1469.7,1469.7,1463.6,1479
1469.7,1469.7,1463.5,1477.1
1469.7,1469.7,1463.6,1473.3
1469.7,1469.7,1463.8,1468.5
1469.7,1469.7,1464.4,1463.9
1469.6,1469.6,1465.6,1460.5
1469.5,1469.5,1467.5,1458.7
1469.3,1469.3,1469.6,1458.2
1469.2,1469.2,1471.5,1458.7
1469,1469,1473,1459.7
1468.8,1468.8,1473.9,1461.2
1468.7,1468.7,1474.1,1462.6
1468.6,1468.6,1474,1463.7
1468.5,1468.5,1473.7,1464.3
1468.4,1468.4,1473.1,1464.4
1468.4,1468.4,1472.1,1464.3
1468.4,1468.4,1470.5,1463.9
1468.4,1468.4,1468.7,1463.7
1468.3,1468.3,1467,1463.6
1468.2,1468.2,1465.7,1463.6
1468.2,1468.2,1464.7,1463.5
1468.2,1468.2,1464.2,1463.3
1468.2,1468.2,1464.1,1463
1468.2,1468.2,1464,1462.9
1468.3,1468.3,1464,1463
1468.4,1468.4,1464,1463.3
1468.4,1468.4,1464.1,1464
1468.5,1468.5,1464.2,1464.7
1468.5,1468.5,1464.4,1465.2
1468.4,1468.4,1464.5,1465.3
1468.4,1468.4,1464.5,1465.1
1468.4,1468.4,1464.5,1464.6
1468.4,1468.4,1464.5,1464.1
1468.4,1468.4,1464.5,1463.7
1468.5,1468.5,1464.4,1463.9
1468.5,1468.5,1464.6,1464.1
1468.5,1468.5,1465.2,1464.5
1468.5,1468.5,1465.8,1464.9
1468.4,1468.4,1466.5,1465.2
1468.2,1468.2,1467.1,1465
1468,1468,1467.4,1464.9
1467.8,1467.8,1467.4,1464.8
1467.6,1467.6,1467.3,1464.8
1467.4,1467.4,1467.2,1464.9
1467.2,1467.2,1467,1464.9
1467.1,1467.1,1466.5,1464.9
1467,1467,1465.8,1464.9
1466.8,1466.8,1464.8,1464.8
1466.7,1466.7,1463.9,1464.6
1466.6,1466.6,1463.2,1464.5
1466.5,1466.5,1462.8,1464.3
1466.4,1466.4,1462.8,1464.2
1466.3,1466.3,1462.9,1464.2
1466.3,1466.3,1463.2,1464.3
1466.4,1466.4,1463.3,1464.6
1466.5,1466.5,1463.3,1464.9
1466.7,1466.7,1463.2,1465.2
1467,1467,1463,1465.5
1467.3,1467.3,1462.9,1465.4
1467.6,1467.6,1462.8,1465.1
1467.9,1467.9,1462.6,1464.3
1468.2,1468.2,1462.4,1463.1
1468.5,1468.5,1462.2,1461.6
1468.7,1468.7,1462,1460.5
1468.9,1468.9,1461.7,1460.2
1469.1,1469.1,1461.2,1460.7
1469.4,1469.4,1460.6,1461.5
1469.6,1469.6,1459.9,1462.5
1469.8,1469.8,1459.2,1463.4
1470.1,1470.1,1458.4,1463.6
1470.3,1470.3,1457.8,1463.2
1470.6,1470.6,1457.4,1462.9
1470.8,1470.8,1456.9,1462.8
1471.1,1471.1,1456.4,1462.8
1471.3,1471.3,1455.9,1463.1
1471.5,1471.5,1455.7,1463.4
1471.8,1471.8,1455.9,1463.6
1472,1472,1456.5,1463.6
1472.2,1472.2,1457.2,1463.5
1472.4,1472.4,1457.9,1463.3
1472.5,1472.5,1458.5,1463.1
1472.7,1472.7,1459,1463.1
1472.9,1472.9,1459.5,1463
1473,1473,1460.1,1462.7
1473.2,1473.2,1460.9,1462.2
1473.3,1473.3,1461.5,1461.9
1473.4,1473.4,1462,1461.7
1473.4,1473.4,1462.2,1461.7
1473.5,1473.5,1462.4,1462.4
1473.4,1473.4,1462.6,1463.4
1473.4,1473.4,1462.8,1464.5
1473.3,1473.3,1462.9,1465.5
1473.2,1473.2,1463,1466.1
1473.1,1473.1,1463.1,1465.7
1473.1,1473.1,1463.2,1465.3
1473,1473,1463.2,1465.1
1473,1473,1463.1,1465.1
1472.8,1472.8,1463,1465.4
1472.6,1472.6,1462.9,1466.6
1472.4,1472.4,1462.8,1469
1472.2,1472.2,1462.7,1472.2
1472,1472,1462.6,1474.5
1471.7,1471.7,1462.5,1474.2
1471.5,1471.5,1462.5,1473.3
1471.3,1471.3,1462.4,1470.9
1471.1,1471.1,1462.5,1467.3
1470.9,1470.9,1462.6,1464.4
1470.8,1470.8,1462.7,1464
1470.6,1470.6,1462.7,1464.2
1470.5,1470.5,1462.7,1464.5
1470.4,1470.4,1462.7,1464.8
1470.3,1470.3,1462.7,1464.9
1470.3,1470.3,1462.8,1464.9
1470.3,1470.3,1462.9,1464.6
1470.3,1470.3,1463,1465.4
1470.3,1470.3,1463.2,1466.8
1470.3,1470.3,1463.5,1466.5
1470.3,1470.3,1463.7,1466.2
1470.2,1470.2,1463.9,1466
1470.1,1470.1,1464,1464.6
1470,1470,1464.1,1462.9
1469.8,1469.8,1464.1,1463.1
1469.6,1469.6,1464,1463.3
1469.4,1469.4,1463.8,1463.1
1469.1,1469.1,1463.7,1462.8
1468.9,1468.9,1463.5,1462.5
1468.7,1468.7,1463.3,1462
1468.5,1468.5,1463.1,1461.7
1468.2,1468.2,1462.8,1461
1468,1468,1462.6,1459.9
1467.8,1467.8,1462.4,1458.4
1467.7,1467.7,1462.3,1457.4
1467.6,1467.6,1462.2,1456.7
1467.5,1467.5,1462.1,1456.2
1467.5,1467.5,1462.1,1456
1467.6,1467.6,1462,1456.3
1467.7,1467.7,1461.9,1456.7
1467.8,1467.8,1461.7,1457.2
1468,1468,1461.6,1458.3
1468.1,1468.1,1461.6,1459.9
1468.3,1468.3,1461.7,1461.3
1468.5,1468.5,1461.9,1462.2
1468.7,1468.7,1462.2,1462.8
1468.9,1468.9,1462.5,1463.1
1469.1,1469.1,1462.7,1463.3
1469.4,1469.4,1462.9,1463.3
1469.7,1469.7,1463.2,1463.1
1470,1470,1463.4,1462.8
1470.3,1470.3,1463.7,1462.5
1470.7,1470.7,1464,1462.3
1471,1471,1464.3,1462.3
1471.3,1471.3,1464.5,1462.4
1471.6,1471.6,1464.7,1462.7
1471.9,1471.9,1464.8,1462.9
1472.1,1472.1,1464.6,1462.9
1472.4,1472.4,1464.2,1462.9
1472.7,1472.7,1463.6,1462.8
1473,1473,1462.4,1462.7
1473.2,1473.2,1460.7,1462.9
1473.4,1473.4,1458.5,1463.2
1473.5,1473.5,1455.8,1463.8
1473.5,1473.5,1452.6,1464.1
1473.5,1473.5,1449.2,1464.1
1473.4,1473.4,1445.8,1463.9
1473.3,1473.3,1442.8,1463.6
1473.2,1473.2,1440,1463.2
1473,1473,1437.7,1463
1472.9,1472.9,1436,1462.9
1472.8,1472.8,1434.8,1462.6
1472.7,1472.7,1433.9,1462.3
1472.7,1472.7,1433.5,1462
1472.5,1472.5,1433.4,1461.9
1472.4,1472.4,1433.3,1462
1472.3,1472.3,1433.2,1462
1472.1,1472.1,1433.1,1461.9
1471.9,1471.9,1432.9,1461.7
1471.8,1471.8,1432.7,1461.7
1471.6,1471.6,1432.4,1462
1471.4,1471.4,1432.1,1462.8
1471.3,1471.3,1432,1463.7
1471.1,1471.1,1432,1464.6
1471,1471,1432,1465.2
1470.8,1470.8,1432.2,1465.5
1470.6,1470.6,1432.4,1465.4
1470.4,1470.4,1432.5,1465.3
1470.1,1470.1,1432.6,1465.3
1469.7,1469.7,1432.7,1465
1469.4,1469.4,1432.8,1463.7
1469.1,1469.1,1432.8,1461
1468.8,1468.8,1432.9,1456
1468.6,1468.6,1432.9,1449.8
1468.3,1468.3,1432.9,1444.2
1468,1468,1432.8,1439.4
1467.8,1467.8,1432.7,1435.8
1467.5,1467.5,1432.6,1433.9
1467.3,1467.3,1432.5,1433.2
1467.2,1467.2,1432.5,1432.5
1467.1,1467.1,1432.4,1432
1467,1467,1432.3,1431.8
1466.9,1466.9,1432.2,1432.1
1467,1467,1432.1,1432.4
1467,1467,1432,1432.6
1467.1,1467.1,1432.1,1432.8
1467.1,1467.1,1432.1,1432.8
1467.1,1467.1,1432.1,1432.8
1467.1,1467.1,1432.1,1432.9
1466.9,1466.9,1432,1432.9
1466.8,1466.8,1431.9,1432.9
1466.6,1466.6,1431.9,1432.7
1466.3,1466.3,1431.8,1432.4
1466,1466,1431.8,1432.1
1465.7,1465.7,1431.8,1432.1
1465.3,1465.3,1431.7,1432.1
1464.9,1464.9,1431.6,1432.1
1464.4,1464.4,1431.5,1432
1463.9,1463.9,1431.4,1431.9
1463.4,1463.4,1431.4,1431.8
1462.9,1462.9,1431.5,1431.7
1462.6,1462.6,1431.6,1431.7
1462.4,1462.4,1431.8,1431.6
1462.3,1462.3,1432,1431.5
1462.5,1462.5,1432,1431.3
1462.7,1462.7,1431.9,1431.4
1463.1,1463.1,1431.8,1431.7
1463.6,1463.6,1431.8,1432.2
1464,1464,1431.8,1432.5
1464.4,1464.4,1431.8,1432.4
1464.8,1464.8,1431.8,1432.1
1465.2,1465.2,1431.7,1431.8
1465.5,1465.5,1431.5,1431.4
1465.8,1465.8,1431.3,1431.3
1466.2,1466.2,1431.1,1431.4
1466.5,1466.5,1431.1,1431.3
1466.8,1466.8,1431.1,1431
1467.1,1467.1,1431.1,1430.7
1467.3,1467.3,1431,1430.6
1467.4,1467.4,1430.9,1430.6
1467.4,1467.4,1430.8,1430.6
1467.3,1467.3,1430.7,1430.6
1467.3,1467.3,1430.6,1430.7
1467.2,1467.2,1430.7,1431
1467.3,1467.3,1430.7,1431.2
1467.4,1467.4,1430.7,1431.4
1467.7,1467.7,1430.7,1431.4
1468,1468,1430.8,1431.3
1468.4,1468.4,1430.8,1430.9
1468.8,1468.8,1431,1430.6
1469.2,1469.2,1431.2,1430.5
1469.6,1469.6,1431.3,1430.5
1469.9,1469.9,1431.4,1430.5
1470.1,1470.1,1431.3,1430.5
1470.3,1470.3,1431.3,1430.5
1470.5,1470.5,1431.2,1430.4
1470.5,1470.5,1431.2,1430.4
1470.6,1470.6,1431.2,1430.4
1470.6,1470.6,1431.2,1430.4
1470.6,1470.6,1431,1430.4
1470.5,1470.5,1430.8,1430.4
1470.4,1470.4,1430.7,1430.5
1470.3,1470.3,1430.5,1430.5
1470.2,1470.2,1430.4,1430.6
1470,1470,1430.4,1430.6
1469.9,1469.9,1430.4,1430.6
1469.7,1469.7,1430.4,1430.7
1469.6,1469.6,1430.4,1430.7
1469.5,1469.5,1430.4,1430.7
1469.5,1469.5,1430.4,1430.8
1469.6,1469.6,1430.3,1430.8
1469.7,1469.7,1430.3,1430.9
1469.8,1469.8,1430.3,1431
1470,1470,1430.3,1431
1470.1,1470.1,1430.3,1431
1470.3,1470.3,1430.3,1430.9
1470.5,1470.5,1430.3,1430.8
1470.7,1470.7,1430.3,1430.7
1470.9,1470.9,1430.4,1430.6
1471.1,1471.1,1430.4,1430.8
1471.3,1471.3,1430.4,1431
1471.4,1471.4,1430.5,1431.1
1471.5,1471.5,1430.5,1431.1
1471.5,1471.5,1430.6,1430.9
1471.5,1471.5,1430.6,1430.6
1471.4,1471.4,1430.7,1430.3
1471.2,1471.2,1430.7,1430.1
1470.9,1470.9,1430.7,1430.2
1470.6,1470.6,1430.7,1430.4
1470.3,1470.3,1430.8,1430.6
1470,1470,1430.8,1430.6
1469.6,1469.6,1430.9,1430.5
1469.2,1469.2,1430.9,1430.4
1468.8,1468.8,1430.9,1430.3
1468.5,1468.5,1430.8,1430.4
1468.2,1468.2,1430.8,1430.5
1467.9,1467.9,1430.8,1430.7
1467.7,1467.7,1430.8,1430.8
1467.7,1467.7,1430.8,1430.7
1467.7,1467.7,1430.8,1430.6
1467.8,1467.8,1430.8,1430.5
1468,1468,1430.8,1430.4
1468.3,1468.3,1430.9,1430.4
1468.7,1468.7,1430.9,1430.5
1469,1469,1431,1430.7
1469.3,1469.3,1430.9,1430.8
1469.6,1469.6,1430.9,1430.9
1469.9,1469.9,1430.8,1430.8
1470.2,1470.2,1430.7,1430.6
1470.4,1470.4,1430.6,1430.4
1470.6,1470.6,1430.5,1430.4
1470.7,1470.7,1430.4,1430.5
1470.8,1470.8,1430.3,1430.8
1470.8,1470.8,1430.3,1430.9
1470.8,1470.8,1430.3,1431
1470.7,1470.7,1430.3,1430.9
1470.6,1470.6,1430.4,1430.7
1470.4,1470.4,1430.4,1430.7
1470.3,1470.3,1430.4,1431
1470.2,1470.2,1430.4,1431.1
1470.2,1470.2,1430.5,1431.2
1470.2,1470.2,1430.5,1431.2
1470.2,1470.2,1430.5,1431
1470.3,1470.3,1430.5,1430.8
1470.4,1470.4,1430.5,1430.7
1470.5,1470.5,1430.5,1430.6
1470.6,1470.6,1430.5,1430.6
1470.6,1470.6,1430.6,1430.5
1470.7,1470.7,1430.6,1430.4
1470.7,1470.7,1430.6,1430.4
1470.7,1470.7,1430.6,1430.4
1470.7,1470.7,1430.5,1430.4
1470.7,1470.7,1430.5,1430.4
1470.7,1470.7,1430.4,1430.5
1470.7,1470.7,1430.5,1430.7
1470.6,1470.6,1430.5,1431
1470.6,1470.6,1430.5,1431.2
1470.5,1470.5,1430.5,1431.4
1470.4,1470.4,1430.5,1431.4
1470.3,1470.3,1430.5,1431.3
1470.2,1470.2,1430.5,1431.2
1470.1,1470.1,1430.4,1431.2
1470,1470,1430.4,1431.2
1470,1470,1430.3,1431.4
1469.9,1469.9,1430.3,1431.5
1469.9,1469.9,1430.4,1431.4
1470,1470,1430.4,1431.3
1470,1470,1430.5,1431
1470.1,1470.1,1430.6,1430.7
1470.2,1470.2,1430.7,1430.5
1470.2,1470.2,1430.7,1430.6
1470.2,1470.2,1430.8,1430.7
1470.3,1470.3,1430.8,1431
1470.3,1470.3,1430.8,1431.3
1470.4,1470.4,1430.8,1431.3
1470.4,1470.4,1430.9,1431.3
1470.4,1470.4,1430.9,1431.2
1470.4,1470.4,1430.9,1431.1
1470.3,1470.3,1430.8,1431.1
1470.2,1470.2,1430.8,1431.1
1470,1470,1430.8,1431.1
1469.8,1469.8,1430.8,1431.1
1469.6,1469.6,1430.9,1431
1469.3,1469.3,1430.9,1430.9
1469,1469,1430.9,1430.8
1468.8,1468.8,1430.8,1430.9
1468.5,1468.5,1430.6,1431.1
1468.2,1468.2,1430.6,1431.3
1467.9,1467.9,1430.5,1431.5
1467.6,1467.6,1430.5,1431.4
1467.3,1467.3,1430.5,1431.3
1467,1467,1430.4,1431.1
1466.7,1466.7,1430.4,1431
1466.5,1466.5,1430.4,1431
1466.3,1466.3,1430.4,1431.2
1466.2,1466.2,1430.5,1431.5
1466.1,1466.1,1430.6,1431.7
1466.1,1466.1,1430.7,1431.8
1466.1,1466.1,1430.8,1431.9
1466.1,1466.1,1430.9,1431.9
1466.1,1466.1,1431,1431.8
1466.2,1466.2,1431.1,1431.8
1466.2,1466.2,1431.2,1431.8
1466.3,1466.3,1431.3,1431.8
1466.4,1466.4,1431.3,1431.9
1466.5,1466.5,1431.3,1432
1466.6,1466.6,1431.2,1431.7
1466.8,1466.8,1431.1,1431.3
1467,1467,1431,1431.1
1467.2,1467.2,1430.9,1430.8
1467.4,1467.4,1430.9,1430.8
1467.5,1467.5,1430.9,1431.2
1467.7,1467.7,1431,1431.6
1467.8,1467.8,1431,1431.9
1468,1468,1430.9,1432.1
1468.1,1468.1,1430.9,1432.1
1468.1,1468.1,1430.9,1432.3
1468.2,1468.2,1431,1432.9
1468.2,1468.2,1431.1,1433.9
1468.1,1468.1,1431.1,1435.1
1468.1,1468.1,1431.1,1436.5
1468.1,1468.1,1431.1,1438.1
1468,1468,1431,1440
1468,1468,1430.9,1442.7
1467.9,1467.9,1430.9,1446.3
1467.9,1467.9,1431,1450.8
1467.8,1467.8,1431,1455.1
1467.8,1467.8,1431.1,1458.6
1467.9,1467.9,1431.1,1460.6
1467.9,1467.9,1431.1,1461.2
1468,1468,1431.1,1460.7
1468.1,1468.1,1431.1,1460.1
1468.1,1468.1,1431.2,1459.9
1468.2,1468.2,1431.2,1460.2
1468.3,1468.3,1431.3,1461.1
1468.3,1468.3,1431.4,1461.9
1468.4,1468.4,1431.4,1462.6
1468.5,1468.5,1431.5,1462.8
1468.6,1468.6,1431.5,1462.8
1468.7,1468.7,1431.5,1462.5
1468.8,1468.8,1431.7,1462.4
1468.9,1468.9,1431.8,1462.3
1469,1469,1431.8,1462.2
1469,1469,1431.9,1462
1469.1,1469.1,1431.9,1461.7
1469,1469,1431.9,1461
1469,1469,1431.9,1460.3
1469,1469,1432,1459.7
1469,1469,1432,1459.3
1469,1469,1431.9,1459.3
1469,1469,1431.7,1459.5
1469,1469,1431.5,1459.9
1469,1469,1431.4,1460.2
1469,1469,1431.3,1460.5
1469,1469,1431.3,1460.7
1468.9,1468.9,1431.4,1460.9
1468.7,1468.7,1431.3,1461.2
1468.5,1468.5,1431.3,1461.7
1468.2,1468.2,1431.3,1462.1
1467.9,1467.9,1431.4,1462.3
1467.7,1467.7,1431.5,1462.2
1467.4,1467.4,1431.7,1462
1467.2,1467.2,1432,1461.7
1467,1467,1432.5,1461.5
1466.9,1466.9,1433.1,1461.5
1466.8,1466.8,1433.7,1461.6
1466.8,1466.8,1435.3,1461.7
1466.8,1466.8,1437.7,1461.8
1466.8,1466.8,1440.8,1461.9
1466.8,1466.8,1444.1,1462
1466.9,1466.9,1447.3,1462.2
1467.2,1467.2,1450.3,1462.5
1467.4,1467.4,1452.9,1462.7
1467.8,1467.8,1455.1,1462.8
1468.2,1468.2,1457.2,1462.9
1468.6,1468.6,1459.2,1462.9
1469,1469,1460.3,1462.9
1469.4,1469.4,1460.7,1462.9
1469.7,1469.7,1460.6,1463
1469.9,1469.9,1460.4,1463.1
1470,1470,1460.2,1463.3
1470.1,1470.1,1460.3,1463.6
1470.2,1470.2,1460.6,1464
1470.2,1470.2,1461,1464
1470.2,1470.2,1461.3,1463.5
1470.3,1470.3,1461.7,1462.6
1470.4,1470.4,1461.9,1461.6
1470.6,1470.6,1462.2,1460.6
1471,1471,1462.3,1460.2
1471.7,1471.7,1462.4,1460.5
1472.7,1472.7,1462.4,1460.9
1473.8,1473.8,1462.4,1461.2
1475,1475,1462.2,1461.1
1476.1,1476.1,1462,1460.8
1476.9,1476.9,1461.7,1460.2
1477.6,1477.6,1461.4,1459.8
1478.2,1478.2,1461,1459.8
1478.6,1478.6,1460.7,1460
1479,1479,1460.4,1460.5
1479.3,1479.3,1460.1,1461.1
1479.5,1479.5,1460,1461.2
1479.6,1479.6,1459.9,1460.7
1479.6,1479.6,1459.8,1459.9
1479.4,1479.4,1459.9,1459
1478.9,1478.9,1460,1458.3
1478,1478,1460.2,1458.5
1476.8,1476.8,1460.5,1459.4
1475.5,1475.5,1460.9,1460.6
1474.1,1474.1,1461.3,1461.8
1472.9,1472.9,1461.5,1462.7
1471.9,1471.9,1461.6,1463.3
1471.2,1471.2,1461.7,1463.9
1470.6,1470.6,1461.7,1464.4
1470.1,1470.1,1461.8,1465.1
1469.8,1469.8,1461.9,1465.7
1469.6,1469.6,1462,1466.2
1469.6,1469.6,1462,1466.3
1469.7,1469.7,1461.8,1466.2
1469.9,1469.9,1461.7,1465.9
1470.2,1470.2,1461.6,1465.8
1470.8,1470.8,1461.6,1465.9
1471.6,1471.6,1461.7,1466.2
1472.6,1472.6,1461.9,1466.4
1473.9,1473.9,1462,1466.7
1475.6,1475.6,1462.1,1466.8
1477.5,1477.5,1462.2,1467
1479.5,1479.5,1462.3,1467.2
1481.7,1480,1462.5,1467.5
1483.9,1480,1462.6,1467.7
1485.9,1480,1462.7,1467.6
1487.7,1480,1462.7,1466.9
1489.1,1480,1462.8,1466
1490.1,1480,1462.8,1465
1490.8,1480,1462.9,1463.9
1491.2,1480,1462.9,1463.2
1491.2,1480,1463,1462.8
1490.9,1480,1463,1462.7
1490.3,1480,1463.2,1462.7
1489.3,1480,1463.4,1462.7
1487.9,1480,1463.6,1462.4
1486.2,1480,1463.6,1461.6
1484.2,1480,1463.5,1460.6
1481.9,1480,1463.2,1459.6
1479.5,1479.5,1462.8,1459.2
1477.1,1477.1,1462.6,1459.5
1474.7,1474.7,1462.4,1460.5
1472.6,1472.6,1462.2,1461.8
1470.8,1470.8,1462,1463
1469.4,1469.4,1461.6,1463.6
1468.3,1468.3,1461.2,1463.7
1467.5,1467.5,1460.9,1463.5
1467,1467,1460.7,1463.3
1466.7,1466.7,1460.7,1463.2
1466.7,1466.7,1460.7,1463
1466.7,1466.7,1460.7,1462.8
1466.8,1466.8,1460.6,1462.5
1466.9,1466.9,1460.6,1462
1467,1467,1460.6,1461.1
1467.2,1467.2,1460.6,1460.1
1467.3,1467.3,1460.5,1459
1467.3,1467.3,1460.2,1457.8
1467.4,1467.4,1459.9,1456.8
1467.5,1467.5,1459.7,1456.4
1467.5,1467.5,1459.8,1456.7
1467.5,1467.5,1460,1457.5
1467.5,1467.5,1460.2,1458.9
1467.4,1467.4,1460.3,1460.4
1467.3,1467.3,1460.5,1461.8
1467.1,1467.1,1460.8,1462.7
1466.9,1466.9,1461.4,1463.2
1466.7,1466.7,1462.3,1463.4
1466.6,1466.6,1463.3,1463.4
1466.4,1466.4,1464.2,1463.2
1466.3,1466.3,1464.8,1463.1
1466.2,1466.2,1465.2,1463
1466.3,1466.3,1465.4,1463.1
1466.4,1466.4,1465.5,1463.1
1466.5,1466.5,1465.7,1463.4
1466.7,1466.7,1465.9,1463.6
1466.9,1466.9,1466.1,1463.9
1467.1,1467.1,1466.2,1463.9
1467.2,1467.2,1466.2,1463.8
1467.3,1467.3,1466,1463.6
1467.4,1467.4,1465.8,1463.2
1467.4,1467.4,1465.5,1462.8
1467.4,1467.4,1465.2,1462.6
1467.4,1467.4,1464.6,1462.6
1467.3,1467.3,1463.7,1462.7
1467.3,1467.3,1462.6,1462.9
1467.3,1467.3,1461.3,1463.4
1467.3,1467.3,1460.1,1463.9
1467.2,1467.2,1459,1464.2
1467.3,1467.3,1458.3,1464.5
1467.3,1467.3,1458,1464.6
1467.3,1467.3,1457.9,1464.6
1467.3,1467.3,1458.1,1464.5
1467.4,1467.4,1458.3,1464.5
1467.5,1467.5,1458.9,1464.5
1467.7,1467.7,1459.3,1464.4
1467.9,1467.9,1459.6,1464.1
1468.1,1468.1,1459.7,1463.9
1468.3,1468.3,1459.3,1463.6
1468.6,1468.6,1458.5,1463.4
1468.9,1468.9,1457.4,1463.3
1469.3,1469.3,1456.3,1463.3
1469.6,1469.6,1455.1,1463.1
1469.9,1469.9,1454,1462.9
1470.1,1470.1,1453,1462.7
1470.3,1470.3,1452.2,1462.7
1470.3,1470.3,1451.8,1463
1470.3,1470.3,1451.8,1463.5
1470.2,1470.2,1452.2,1464.1
1470.2,1470.2,1453,1464.8
1470.1,1470.1,1454,1465.4
1470,1470,1455,1465.8
1470,1470,1455.9,1465.9
1469.9,1469.9,1456.6,1465.7
1470,1470,1457.2,1465.4
1470,1470,1457.7,1465
1470,1470,1458,1464.8
1470.1,1470.1,1458.1,1464.8
1470.1,1470.1,1457.9,1464.8
1470.2,1470.2,1457.4,1464.7
1470.3,1470.3,1456.7,1464.5
1470.3,1470.3,1456,1464
1470.4,1470.4,1455.5,1463.4
1470.5,1470.5,1455.1,1462.9
1470.5,1470.5,1455.2,1462.6
1470.5,1470.5,1455.5,1462.6
1470.5,1470.5,1456,1462.8
1470.4,1470.4,1456.7,1463.2
1470.3,1470.3,1457.5,1463.7
1470.2,1470.2,1458.4,1464.2
1470,1470,1459.4,1464.7
1469.8,1469.8,1460.3,1465.1
1469.6,1469.6,1461.2,1465.4
1469.4,1469.4,1461.9,1465.7
1469.1,1469.1,1462.5,1465.8
1468.8,1468.8,1462.9,1465.8
1468.6,1468.6,1463.1,1465.7
1468.3,1468.3,1463.4,1465.5
1468,1468,1463.5,1465.3
1467.8,1467.8,1463.5,1465
1467.6,1467.6,1463.5,1464.6
1467.5,1467.5,1463.4,1464.3
1467.4,1467.4,1463.3,1464
1467.3,1467.3,1463.3,1463.6
1467.2,1467.2,1463.2,1463.3
1467.1,1467.1,1463.2,1463.2
1467,1467,1463.2,1463.6
1467,1467,1463.3,1464.5
1466.9,1466.9,1463.4,1465.7
1467,1467,1463.6,1467.4
1467.1,1467.1,1463.9,1468.8
1467.2,1467.2,1464.2,1470
1467.3,1467.3,1464.5,1470.7
1467.6,1467.6,1464.8,1471.1
1467.8,1467.8,1465.1,1471.2
1468.1,1468.1,1465.3,1471.1
1468.4,1468.4,1465.3,1470.6
1468.8,1468.8,1465.2,1469.7
1469.2,1469.2,1465,1468.6
1469.5,1469.5,1464.8,1467.5
1469.9,1469.9,1464.6,1466.4
1470.3,1470.3,1464.4,1465.6
1470.6,1470.6,1464.3,1465.1
1470.9,1470.9,1464.1,1464.7
1471.2,1471.2,1463.8,1464.3
1471.4,1471.4,1463.5,1464
1471.5,1471.5,1463.3,1463.7
1471.7,1471.7,1463.3,1463.5
1471.7,1471.7,1463.3,1463.6
1471.8,1471.8,1463.4,1463.7
1471.8,1471.8,1463.6,1464
1471.7,1471.7,1463.7,1464.4
1471.6,1471.6,1463.9,1464.6
1471.5,1471.5,1464.2,1464.7
1471.4,1471.4,1464.6,1464.9
1471.2,1471.2,1464.9,1465
1471,1471,1465.2,1465.3
1470.8,1470.8,1465.3,1465.6
1470.7,1470.7,1465.4,1465.9
1470.4,1470.4,1465.4,1466.2
1470.2,1470.2,1465.4,1466.4
1469.9,1469.9,1465.3,1466.6
1469.6,1469.6,1465.2,1466.7
1469.3,1469.3,1465.1,1466.7
1468.9,1468.9,1464.8,1466.9
1468.6,1468.6,1464.6,1467.1
1468.2,1468.2,1464.3,1467.3
1467.8,1467.8,1464,1467.5
1467.4,1467.4,1463.8,1467.5
1467.1,1467.1,1463.5,1467.1
1466.7,1466.7,1463.3,1466.4
1466.4,1466.4,1463.1,1465.6
1466.2,1466.2,1462.9,1464.8
