CASE1,CASE2,CASE3,CASE4
1439.4,1439.4,1453.9,1462.6
1439.4,1439.4,1454.4,1460.8
1439.4,1439.4,1455,1459.3
1439.4,1439.4,1455.7,1458.3
1439.4,1439.4,1456.6,1457.8
1439.4,1439.4,1457.4,1457.5
1439.5,1439.5,1458.2,1457.2
1439.6,1439.6,1458.7,1456.7
1439.7,1439.7,1459.1,1456
1439.7,1439.7,1459.2,1455.2
1439.7,1439.7,1459.2,1454.7
1439.7,1439.7,1459.1,1454.4
1439.6,1439.6,1458.9,1454.4
1439.4,1439.4,1458.7,1454.6
1439.2,1439.2,1458.4,1454.7
1439.1,1439.1,1458.3,1454.7
1439,1439,1458.1,1454.6
1438.9,1438.9,1457.9,1454.3
1438.8,1438.8,1457.6,1454
1438.8,1438.8,1457.3,1453.6
1438.8,1438.8,1457,1453.3
1438.7,1438.7,1456.6,1452.9
1438.6,1438.6,1456.4,1452.7
1438.6,1438.6,1456.2,1452.6
1438.5,1438.5,1456.1,1452.7
1438.4,1438.4,1455.9,1452.9
1438.4,1438.4,1455.7,1453.1
1438.4,1438.4,1455.4,1453.3
1438.4,1438.4,1455.2,1453.4
1438.5,1438.5,1455,1453.4
1438.7,1438.7,1454.9,1453.6
1438.8,1438.8,1454.8,1453.9
1438.9,1438.9,1455,1454.5
1439.1,1439.1,1455.1,1455.2
1439.2,1439.2,1455.3,1456
1439.4,1439.4,1455.4,1456.7
1439.5,1439.5,1455.3,1457.1
1439.6,1439.6,1455.1,1457.3
1439.6,1439.6,1454.9,1457.1
1439.6,1439.6,1454.7,1456.7
1439.6,1439.6,1454.8,1456.1
1439.6,1439.6,1454.9,1455.5
1439.5,1439.5,1455,1454.7
1439.5,1439.5,1455,1454
1439.4,1439.4,1455,1453.2
1439.4,1439.4,1455,1452.5
1439.3,1439.3,1455.3,1451.9
1439.4,1439.4,1455.7,1451.6
1439.4,1439.4,1456.2,1451.7
1439.4,1439.4,1456.6,1452.1
1439.4,1439.4,1456.7,1452.9
1439.4,1439.4,1456.8,1453.8
1439.4,1439.4,1456.8,1454.6
1439.3,1439.3,1456.7,1455.4
1439.3,1439.3,1456.7,1455.9
1439.3,1439.3,1456.8,1456.3
1439.2,1439.2,1456.8,1456.5
1439.2,1439.2,1456.8,1456.8
1439.2,1439.2,1456.9,1457.1
1439.1,1439.1,1456.9,1457.6
1439.1,1439.1,1456.8,1458.1
1439.1,1439.1,1456.6,1458.4
1439.1,1439.1,1456.3,1458.2
1439.1,1439.1,1455.9,1457.5
1439.1,1439.1,1455.4,1456.3
1439.1,1439.1,1454.7,1455
1439.2,1439.2,1453.9,1453.7
1439.2,1439.2,1453.1,1452.6
1439.3,1439.3,1452.3,1451.7
1439.4,1439.4,1451.7,1450.8
1439.4,1439.4,1451.2,1450.1
1439.5,1439.5,1450.9,1449.4
1439.5,1439.5,1450.9,1449
1439.6,1439.6,1451.1,1449
1439.7,1439.7,1451.5,1449.4
1439.8,1439.8,1452,1450.2
1439.9,1439.9,1452.7,1451.3
1440,1440,1453.4,1452.6
1440.1,1440.1,1454.1,1453.9
1440.2,1440.2,1454.7,1455.2
1440.2,1440.2,1455.3,1456.2
1440.3,1440.3,1455.7,1457
1440.3,1440.3,1456.2,1457.5
1440.3,1440.3,1456.6,1457.7
1440.3,1440.3,1457,1457.8
1440.4,1440.4,1457.3,1457.7
1440.5,1440.5,1457.5,1457.6
1440.6,1440.6,1457.7,1457.6
1440.6,1440.6,1457.7,1457.6
1440.7,1440.7,1457.7,1457.7
1440.8,1440.8,1457.7,1457.7
1440.8,1440.8,1457.5,1457.7
1440.7,1440.7,1457.3,1457.7
1440.7,1440.7,1456.9,1457.5
1440.6,1440.6,1456.5,1457.2
1440.4,1440.4,1456.1,1456.5
1440.1,1440.1,1455.8,1455.6
1439.8,1439.8,1455.5,1454.5
1439.5,1439.5,1455.4,1453.3
1439.2,1439.2,1455.2,1452.3
1438.9,1438.9,1455.1,1451.8
1438.7,1438.7,1455,1452
1438.4,1438.4,1454.9,1452.8
1438.3,1438.3,1454.8,1454
1438.1,1438.1,1454.7,1455.2
1438,1438,1454.7,1456.1
1437.8,1437.8,1454.7,1456.4
1437.8,1437.8,1454.7,1456.3
1437.7,1437.7,1454.8,1455.9
1437.8,1437.8,1455,1455.5
1437.9,1437.9,1455.2,1455.6
1438.1,1438.1,1455.4,1456
1438.3,1438.3,1455.5,1456.8
1438.6,1438.6,1455.7,1457.7
1438.8,1438.8,1455.9,1458.5
1439.1,1439.1,1456,1458.8
1439.2,1439.2,1456,1458.6
1439.3,1439.3,1456,1457.9
1439.4,1439.4,1456,1457.2
1439.5,1439.5,1456,1456.4
1439.5,1439.5,1456,1456
1439.6,1439.6,1456.1,1455.9
1439.6,1439.6,1456,1456.2
1439.7,1439.7,1455.9,1456.5
1439.8,1439.8,1455.8,1456.8
1439.9,1439.9,1455.8,1457.1
1440,1440,1455.9,1457.3
1440,1440,1456.1,1457.4
1439.9,1439.9,1456.4,1457.4
1439.9,1439.9,1456.6,1457.5
1439.8,1439.8,1456.8,1457.7
1439.8,1439.8,1457.1,1457.9
1439.8,1439.8,1457.5,1458.1
1439.8,1439.8,1458,1458.4
1439.8,1439.8,1458.5,1458.5
1439.8,1439.8,1458.8,1458.5
1439.8,1439.8,1458.9,1458.3
1439.8,1439.8,1458.7,1458.1
1439.7,1439.7,1458.3,1457.8
1439.5,1439.5,1457.7,1457.4
1439.3,1439.3,1457.2,1457
1439.1,1439.1,1456.7,1456.3
1438.8,1438.8,1456.3,1455.5
1438.7,1438.7,1456,1454.8
1438.6,1438.6,1455.7,1454.3
1438.5,1438.5,1455.6,1454.2
1438.5,1438.5,1455.6,1454.8
1438.5,1438.5,1455.8,1455.8
1438.5,1438.5,1456.1,1457.1
1438.5,1438.5,1456.5,1458.2
1438.5,1438.5,1456.9,1459
1438.5,1438.5,1457.2,1459.4
1438.5,1438.5,1457.4,1459.5
1438.5,1438.5,1457.5,1459.4
1438.6,1438.6,1457.6,1459.3
1438.7,1438.7,1457.6,1459.3
1438.8,1438.8,1457.6,1459.3
1439,1439,1457.6,1459.1
1439.1,1439.1,1457.5,1458.7
1439.2,1439.2,1457.4,1458.1
1439.3,1439.3,1457.3,1457.5
1439.3,1439.3,1457.2,1456.8
1439.2,1439.2,1457.1,1456.3
1439.2,1439.2,1457.1,1455.9
1439.2,1439.2,1457.1,1455.5
1439.2,1439.2,1457.1,1455.3
1439.3,1439.3,1457.1,1455.3
1439.3,1439.3,1457,1455.6
1439.3,1439.3,1456.8,1455.9
1439.3,1439.3,1456.5,1456.3
1439.3,1439.3,1456.1,1456.6
1439.3,1439.3,1455.5,1456.9
1439.3,1439.3,1454.8,1457
1439.3,1439.3,1454,1457.1
1439.4,1439.4,1453.2,1457.4
1439.5,1439.5,1452.4,1457.6
1439.6,1439.6,1451.6,1457.9
1439.8,1439.8,1451,1458.1
1440,1440,1450.7,1458.1
1440.1,1440.1,1450.6,1457.9
1440.1,1440.1,1450.7,1457.6
1440.1,1440.1,1451.1,1457.3
1440.1,1440.1,1451.5,1457.2
1440.1,1440.1,1452,1457.2
1440.1,1440.1,1452.7,1457.4
1440.1,1440.1,1453.4,1457.6
1440.1,1440.1,1454.1,1457.8
1440.1,1440.1,1454.8,1458.2
1440.1,1440.1,1455.4,1458.6
1440,1440,1455.9,1459.2
1440,1440,1456.3,1459.7
1439.9,1439.9,1456.6,1460
1439.8,1439.8,1456.9,1459.9
1439.7,1439.7,1457.2,1459.3
1439.7,1439.7,1457.4,1458.2
1439.6,1439.6,1457.6,1457.1
1439.7,1439.7,1457.7,1456.2
1439.7,1439.7,1457.8,1455.7
1439.7,1439.7,1457.8,1455.6
1439.7,1439.7,1457.7,1455.7
1439.6,1439.6,1457.7,1455.7
1439.5,1439.5,1457.6,1455.5
1439.4,1439.4,1457.6,1455.4
1439.3,1439.3,1457.5,1455.3
1439.1,1439.1,1457.4,1455.5
1439,1439,1457.1,1456
1438.9,1438.9,1456.8,1456.4
1438.9,1438.9,1456.5,1456.7
1438.9,1438.9,1456.4,1456.6
1438.9,1438.9,1456.6,1456.1
1438.9,1438.9,1456.9,1455.1
1438.8,1438.8,1457.4,1454
1438.8,1438.8,1457.8,1452.7
1438.8,1438.8,1458.1,1451.4
1438.8,1438.8,1458.4,1450.4
1438.8,1438.8,1458.7,1449.8
1438.9,1438.9,1459,1450
1439,1439,1459.1,1450.9
1439,1439,1459.2,1452.1
1439,1439,1459,1453.3
1439,1439,1458.7,1454.2
1439,1439,1458.3,1454.5
1439,1439,1457.8,1454
1438.9,1438.9,1457.5,1452.9
1438.8,1438.8,1457.2,1451.7
1438.7,1438.7,1457.1,1450.7
1438.6,1438.6,1457,1450.2
1438.5,1438.5,1457,1450.2
1438.5,1438.5,1457,1450.7
1438.4,1438.4,1457,1451.4
1438.4,1438.4,1457,1452.4
1438.4,1438.4,1457.1,1453.4
1438.5,1438.5,1457.1,1454.2
1438.5,1438.5,1457,1454.9
1438.6,1438.6,1457,1455.4
1438.8,1438.8,1457,1455.5
1439,1439,1456.8,1455.5
1439.2,1439.2,1456.7,1455.2
1439.4,1439.4,1456.5,1454.9
1439.5,1439.5,1456.3,1454.4
1439.7,1439.7,1456.1,1453.8
1439.8,1439.8,1456,1453.2
1439.9,1439.9,1455.9,1452.7
1439.9,1439.9,1456,1452.4
1440,1440,1456.1,1452.4
1440.1,1440.1,1456.2,1452.7
1440.1,1440.1,1456.5,1453.1
1440.1,1440.1,1456.9,1453.7
1440.1,1440.1,1457.3,1454.3
1440.1,1440.1,1457.8,1454.7
1440,1440,1458.3,1455
1439.9,1439.9,1458.8,1455.4
1439.9,1439.9,1459.4,1455.7
1439.8,1439.8,1459.9,1456
1439.7,1439.7,1460.4,1456.2
1439.6,1439.6,1460.9,1456
1439.6,1439.6,1461.4,1455.6
1439.6,1439.6,1461.8,1455.1
1439.7,1439.7,1462.1,1454.7
1439.7,1439.7,1462.4,1454.7
1439.7,1439.7,1462.5,1455.1
1439.7,1439.7,1462.4,1455.9
1439.7,1439.7,1462.2,1456.8
1439.7,1439.7,1462,1457.7
1439.8,1439.8,1461.6,1458.4
1439.8,1439.8,1461.2,1458.9
1439.9,1439.9,1460.9,1459.2
1439.9,1439.9,1460.5,1459.3
1440,1440,1460.2,1459.4
1440,1440,1459.8,1459.4
1440.1,1440.1,1459.3,1459.3
1440.1,1440.1,1458.7,1459.1
1440.1,1440.1,1458.2,1458.4
1440,1440,1457.9,1457.6
1440,1440,1457.7,1456.8
1439.9,1439.9,1457.6,1456.1
1439.9,1439.9,1457.6,1455.6
1439.9,1439.9,1457.5,1455.6
1439.9,1439.9,1457.5,1455.6
1439.9,1439.9,1457.6,1455.6
1439.9,1439.9,1457.9,1455.4
1439.8,1439.8,1458.3,1455.3
1439.8,1439.8,1458.6,1455.1
1439.8,1439.8,1458.8,1455
1439.7,1439.7,1458.8,1454.8
1439.7,1439.7,1458.7,1454.6
1439.6,1439.6,1458.5,1454.4
1439.5,1439.5,1458.4,1454.1
1439.4,1439.4,1458.6,1453.9
1439.3,1439.3,1458.6,1453.8
1439.1,1439.1,1458.5,1454
1439,1439,1458.4,1454.4
1438.9,1438.9,1458.2,1454.9
1438.8,1438.8,1458.1,1455.4
1438.7,1438.7,1458,1455.7
1438.7,1438.7,1457.9,1455.6
1438.6,1438.6,1457.7,1455
1438.6,1438.6,1457.4,1453.9
1438.6,1438.6,1456.8,1452.8
1438.5,1438.5,1456.3,1452
1438.5,1438.5,1456,1451.9
1438.5,1438.5,1455.9,1452.3
1438.5,1438.5,1456,1453.2
1438.6,1438.6,1456.1,1454.3
1438.7,1438.7,1456.4,1455.2
1438.8,1438.8,1456.6,1455.7
1438.9,1438.9,1456.9,1456
1439,1439,1457.3,1456.1
1439.1,1439.1,1457.8,1456
1439.2,1439.2,1458.1,1455.8
1439.3,1439.3,1458.4,1455.7
1439.4,1439.4,1458.6,1455.6
1439.5,1439.5,1458.7,1455.6
1439.5,1439.5,1458.6,1455.6
1439.6,1439.6,1458.4,1455.7
1439.7,1439.7,1458.2,1455.9
1439.8,1439.8,1458.1,1456
1439.9,1439.9,1458,1456.1
1439.9,1439.9,1458.1,1456.2
1440,1440,1458.2,1456.2
1440,1440,1458.2,1455.9
1440,1440,1458.3,1455.3
1439.9,1439.9,1458.3,1454.4
1439.9,1439.9,1458.5,1453.2
1439.8,1439.8,1458.7,1451.9
1439.7,1439.7,1458.9,1450.6
1439.6,1439.6,1459.1,1449.5
1439.6,1439.6,1459.1,1448.9
1439.5,1439.5,1459.1,1448.7
1439.4,1439.4,1459,1449
1439.4,1439.4,1459,1449.8
1439.4,1439.4,1459.1,1450.9
1439.4,1439.4,1459.3,1452
1439.4,1439.4,1459.5,1453.1
1439.5,1439.5,1459.7,1453.9
1439.5,1439.5,1460,1454.5
1439.6,1439.6,1460.2,1454.8
1439.7,1439.7,1460.4,1455.1
1439.8,1439.8,1460.6,1455.3
1439.9,1439.9,1460.6,1455.5
1440,1440,1460.5,1455.8
1440.1,1440.1,1460.3,1456.4
1440.2,1440.2,1460.2,1456.9
1440.3,1440.3,1460.4,1457.4
1440.4,1440.4,1460.7,1457.8
1440.5,1440.5,1461,1457.8
1440.5,1440.5,1461.3,1457.5
1440.5,1440.5,1461.8,1457
1440.4,1440.4,1462.6,1456.5
1440.3,1440.3,1463.4,1456
1440.2,1440.2,1463.9,1455.6
1440,1440,1464,1455.1
1439.8,1439.8,1463.6,1454.7
1439.7,1439.7,1462.9,1454.5
1439.6,1439.6,1462.1,1454.3
1439.5,1439.5,1461.1,1454.3
1439.3,1439.3,1460.1,1454.3
1439.2,1439.2,1458.7,1454.3
1439.1,1439.1,1457.2,1454.1
1438.9,1438.9,1455.9,1453.9
1438.8,1438.8,1455,1453.7
1438.6,1438.6,1454.8,1453.5
1438.5,1438.5,1454.7,1453.3
1438.4,1438.4,1454.8,1453.2
1438.4,1438.4,1455,1453.1
1438.4,1438.4,1455.3,1453.1
1438.5,1438.5,1455.8,1453.1
1438.6,1438.6,1456.3,1453.3
1438.7,1438.7,1456.9,1453.6
1438.9,1438.9,1457.3,1454
1439.1,1439.1,1457.7,1454.3
1439.2,1439.2,1458,1454.6
1439.4,1439.4,1458.2,1454.8
1439.7,1439.7,1458.4,1454.9
1439.9,1439.9,1458.5,1454.9
1440,1440,1458.4,1454.9
1440.2,1440.2,1458.1,1454.8
1440.3,1440.3,1457.7,1454.7
1440.3,1440.3,1457.1,1454.7
1440.4,1440.4,1456.5,1454.8
1440.4,1440.4,1456,1455
1440.5,1440.5,1455.7,1455.3
1440.5,1440.5,1455.4,1455.6
1440.5,1440.5,1455.2,1455.7
1440.5,1440.5,1455.2,1455.6
1440.5,1440.5,1455.2,1455.2
1440.5,1440.5,1455.4,1454.7
1440.4,1440.4,1455.8,1454.2
1440.4,1440.4,1456.3,1453.8
1440.3,1440.3,1456.8,1453.8
1440.2,1440.2,1457.2,1454.1
1440.1,1440.1,1457.4,1454.6
1440.1,1440.1,1457.4,1455.1
1440.2,1440.2,1457.3,1455.5
1440.3,1440.3,1457,1455.7
1440.4,1440.4,1456.6,1455.5
1440.5,1440.5,1456.2,1455
1440.5,1440.5,1455.8,1454.5
1440.6,1440.6,1455.4,1454.1
1440.6,1440.6,1455.1,1454.1
1440.6,1440.6,1454.8,1454.4
1440.7,1440.7,1454.6,1455.1
1440.7,1440.7,1454.5,1455.9
1440.7,1440.7,1454.4,1456.7
1440.8,1440.8,1454.3,1457.4
1440.8,1440.8,1454.3,1458
1440.8,1440.8,1454.3,1458.3
1440.9,1440.9,1454.3,1458.5
1440.9,1440.9,1454.2,1458.6
1440.8,1440.8,1454.1,1458.4
1440.8,1440.8,1453.9,1458.1
1440.7,1440.7,1453.4,1457.4
1440.6,1440.6,1452.3,1456.4
1440.6,1440.6,1450.5,1455.3
1440.6,1440.6,1448.3,1454.3
1440.6,1440.6,1445.5,1453.5
1440.7,1440.7,1442.5,1453.2
1440.7,1440.7,1439.3,1453.5
1440.7,1440.7,1436,1454.1
1440.7,1440.7,1432.5,1454.9
1440.7,1440.7,1428.9,1455.7
1440.6,1440.6,1425.5,1456.3
1440.6,1440.6,1422.6,1456.6
1440.5,1440.5,1420.6,1456.8
1440.5,1440.5,1419.3,1456.8
1440.5,1440.5,1418.7,1456.8
1440.5,1440.5,1418.5,1456.8
1440.5,1440.5,1418.6,1456.8
1440.4,1440.4,1418.9,1456.8
1440.4,1440.4,1419.2,1456.9
1440.3,1440.3,1419.8,1456.9
1440.2,1440.2,1420.4,1456.8
1440.1,1440.1,1421,1456.5
1440.1,1440.1,1421.3,1456.1
1440,1440,1421.5,1455.7
1440,1440,1421.6,1455.4
1440,1440,1421.6,1455.4
1440,1440,1421.4,1455.5
1440,1440,1421.3,1455.9
1440,1440,1421.3,1456.3
1440,1440,1421.2,1456.4
1439.9,1439.9,1421,1456.4
1439.9,1439.9,1420.8,1456
1439.8,1439.8,1420.6,1455.3
1439.8,1439.8,1420.4,1454.4
1439.7,1439.7,1420.2,1453.3
1439.6,1439.6,1420,1452.2
1439.5,1439.5,1419.9,1451.2
1439.5,1439.5,1419.9,1450.4
1439.4,1439.4,1419.9,1449.8
1439.3,1439.3,1419.9,1449.4
1439.3,1439.3,1419.7,1449.2
1439.2,1439.2,1419.6,1449.2
1439.2,1439.2,1419.4,1449.4
1439.2,1439.2,1419.3,1449.8
1439.2,1439.2,1419.1,1450.4
1439.2,1439.2,1418.9,1451.1
1439.3,1439.3,1418.7,1451.9
1439.4,1439.4,1418.4,1452.6
1439.5,1439.5,1418.1,1453.4
1439.6,1439.6,1417.9,1454.1
1439.7,1439.7,1418,1454.7
1439.9,1439.9,1418.1,1455.3
1440.1,1440.1,1418.3,1455.8
1440.2,1440.2,1418.5,1456.1
1440.4,1440.4,1418.6,1456.3
1440.5,1440.5,1418.7,1456.2
1440.6,1440.6,1418.7,1456.2
1440.7,1440.7,1418.7,1456.2
1440.8,1440.8,1418.7,1456.4
1440.9,1440.9,1418.8,1456.7
1440.9,1440.9,1418.8,1457
1440.8,1440.8,1418.9,1457.3
1440.7,1440.7,1418.8,1457.3
1440.6,1440.6,1418.8,1457.1
1440.5,1440.5,1418.7,1456.8
1440.4,1440.4,1418.8,1456.5
1440.3,1440.3,1418.9,1456.4
1440.3,1440.3,1419,1456.3
1440.3,1440.3,1419,1456.2
1440.3,1440.3,1419,1456
1440.3,1440.3,1419,1455.8
1440.4,1440.4,1419,1455.6
1440.4,1440.4,1418.9,1455.6
1440.5,1440.5,1418.9,1456.1
1440.5,1440.5,1418.9,1457.1
1440.6,1440.6,1418.9,1458.4
1440.6,1440.6,1418.8,1459.6
1440.7,1440.7,1418.8,1460.4
1440.7,1440.7,1418.7,1460.7
1440.8,1440.8,1418.5,1460.3
1440.9,1440.9,1418.3,1459.4
1440.9,1440.9,1418.2,1458.4
1440.9,1440.9,1418.2,1457.6
1440.9,1440.9,1418.2,1456.9
1440.8,1440.8,1418.2,1456.5
1440.7,1440.7,1418.2,1456.3
1440.6,1440.6,1418.1,1456.3
1440.5,1440.5,1418,1456.3
1440.3,1440.3,1417.9,1456.4
1440.2,1440.2,1417.9,1456.5
1440.2,1440.2,1417.9,1456.6
1440.1,1440.1,1417.9,1456.6
1440.1,1440.1,1417.8,1456.6
1440.1,1440.1,1417.7,1456.5
1440.1,1440.1,1417.7,1456.4
1440.2,1440.2,1417.6,1456.3
1440.3,1440.3,1417.5,1456.2
1440.4,1440.4,1417.5,1456.1
1440.4,1440.4,1417.6,1455.9
1440.5,1440.5,1417.7,1455.7
1440.5,1440.5,1417.8,1455.4
1440.5,1440.5,1417.9,1455.1
1440.5,1440.5,1417.9,1454.9
1440.4,1440.4,1417.8,1454.8
1440.4,1440.4,1417.8,1454.8
1440.3,1440.3,1417.8,1455
1440.2,1440.2,1417.8,1455.3
1440.1,1440.1,1417.9,1455.8
1440.1,1440.1,1418,1456.3
1440,1440,1418,1456.9
1440,1440,1418.1,1457.4
1440,1440,1418.1,1457.9
1440,1440,1418.2,1458.3
1440,1440,1418.3,1458.8
1440.1,1440.1,1418.4,1459.2
1440.3,1440.3,1418.4,1459.7
1440.5,1440.5,1418.5,1460.1
1440.7,1440.7,1418.4,1460.4
1440.9,1440.9,1418.4,1460.8
1441.1,1441.1,1418.3,1461.1
1441.3,1441.3,1418.1,1461.4
1441.5,1441.5,1418,1461.6
1441.8,1441.8,1418,1461.7
1442,1442,1417.9,1461.5
1442.1,1442.1,1417.8,1461.1
1442.2,1442.2,1417.7,1460.6
1442.3,1442.3,1417.7,1460
1442.3,1442.3,1417.7,1459.4
1442.2,1442.2,1417.8,1459
1442.1,1442.1,1417.8,1458.8
1442,1442,1417.9,1458.8
1442,1442,1418,1458.9
1441.9,1441.9,1418,1459
1441.9,1441.9,1418,1458.9
1441.9,1441.9,1418.1,1458.4
1442,1442,1418.1,1457.7
1442,1442,1418.1,1456.8
1442,1442,1418.2,1456.1
1442.1,1442.1,1418.1,1455.7
1442.1,1442.1,1418.1,1455.9
1442.1,1442.1,1418,1456.4
1442.2,1442.2,1417.9,1457.1
1442.3,1442.3,1417.9,1457.7
1442.4,1442.4,1417.8,1458.2
1442.4,1442.4,1417.8,1458.5
1442.4,1442.4,1417.7,1458.6
1442.5,1442.5,1417.7,1458.6
1442.5,1442.5,1417.6,1458.4
1442.5,1442.5,1417.5,1458.2
1442.4,1442.4,1417.4,1457.9
1442.4,1442.4,1417.4,1457.6
1442.3,1442.3,1417.4,1457.4
1442.3,1442.3,1417.4,1457.4
1442.3,1442.3,1417.5,1457.6
1442.3,1442.3,1417.5,1458.3
1442.3,1442.3,1417.4,1459.1
1442.3,1442.3,1417.4,1459.7
1442.4,1442.4,1417.4,1460.2
1442.4,1442.4,1417.4,1460.2
1442.4,1442.4,1417.5,1459.6
1442.4,1442.4,1417.5,1458.7
1442.4,1442.4,1417.5,1457.9
1442.4,1442.4,1417.5,1457.2
1442.4,1442.4,1417.5,1456.8
1442.5,1442.5,1417.5,1456.5
1442.6,1442.6,1417.5,1456.3
1442.7,1442.7,1417.6,1455.9
1442.9,1442.9,1417.6,1455.5
1443,1443,1417.6,1455.3
1443.1,1443.1,1417.6,1455.5
1443.2,1443.2,1417.7,1456
1443.2,1443.2,1417.7,1456.9
1443.2,1443.2,1417.8,1457.9
1443.2,1443.2,1417.8,1458.8
1443.2,1443.2,1417.7,1459.5
1443.1,1443.1,1417.5,1460
1443.2,1443.2,1417.4,1460.2
1443.2,1443.2,1417.3,1460.2
1443.2,1443.2,1417.3,1460.1
1443.2,1443.2,1417.3,1459.8
1443.2,1443.2,1417.3,1459.2
1443.2,1443.2,1417.3,1458.5
1443.1,1443.1,1417.2,1457.8
1443,1443,1417.2,1457.4
1442.9,1442.9,1417.3,1457.4
1442.8,1442.8,1417.4,1457.7
1442.7,1442.7,1417.6,1458.2
1442.7,1442.7,1417.6,1458.7
1442.6,1442.6,1417.6,1458.9
1442.6,1442.6,1417.6,1458.9
1442.6,1442.6,1417.6,1458.8
1442.7,1442.7,1417.6,1458.8
1442.7,1442.7,1417.6,1458.9
1442.8,1442.8,1417.6,1458.9
1442.9,1442.9,1417.7,1458.8
1442.9,1442.9,1417.7,1458.7
1442.9,1442.9,1417.6,1458.7
1443,1443,1417.6,1458.9
1443,1443,1417.7,1459.4
1443,1443,1417.7,1459.9
1443.1,1443.1,1417.8,1460.4
1443.2,1443.2,1417.9,1460.8
1443.3,1443.3,1417.9,1461
1443.4,1443.4,1417.9,1461
1443.6,1443.6,1417.9,1460.7
1443.7,1443.7,1417.9,1460.3
1443.8,1443.8,1417.9,1459.7
1444,1444,1418,1459.4
1444.1,1444.1,1418,1459.7
1444.1,1444.1,1418,1460.6
1444.2,1444.2,1418,1461.7
1444.2,1444.2,1417.9,1463
1444.2,1444.2,1417.8,1464
1444.2,1444.2,1417.8,1464.7
1444.2,1444.2,1417.8,1465.4
1444.2,1444.2,1417.8,1465.8
1444.2,1444.2,1417.8,1465.8
1444.3,1444.3,1417.8,1465.2
1444.3,1444.3,1417.7,1463.7
1444.4,1444.4,1417.6,1461.4
1444.5,1444.5,1417.6,1459.3
1444.5,1444.5,1417.7,1457.4
1444.4,1444.4,1417.7,1456
1444.4,1444.4,1417.8,1455
1444.3,1444.3,1417.8,1454.2
1444.2,1444.2,1417.9,1453.4
1444.1,1444.1,1417.9,1452.9
1444.1,1444.1,1418,1452.7
1444.1,1444.1,1418.3,1453
1444.1,1444.1,1418.5,1453.6
1444.2,1444.2,1418.6,1454.4
1444.2,1444.2,1418.6,1455.2
1444.3,1444.3,1418.6,1455.9
1444.3,1444.3,1418.6,1456.5
1444.3,1444.3,1418.5,1457.1
1444.4,1444.4,1418.5,1457.5
1444.5,1444.5,1418.5,1457.8
1444.6,1444.6,1418.5,1458.1
1444.8,1444.8,1418.5,1458.4
1444.9,1444.9,1418.3,1458.5
1445,1445,1418.2,1458.6
1445.2,1445.2,1418.2,1458.5
1445.4,1445.4,1418.1,1458
1445.7,1445.7,1418.1,1457.2
1445.9,1445.9,1418.1,1456
1446.2,1446.2,1418.1,1454.8
1446.4,1446.4,1418.2,1453.8
1446.6,1446.6,1418.2,1453.4
1446.8,1446.8,1418.2,1453.6
1446.9,1446.9,1418.3,1454.2
1446.8,1446.8,1418.4,1455.1
1446.7,1446.7,1418.5,1455.9
1446.5,1446.5,1418.6,1456.4
1446.3,1446.3,1418.6,1456.8
1446.2,1446.2,1418.6,1457
1446.1,1446.1,1418.6,1457.1
1446.1,1446.1,1418.5,1457.2
1446.2,1446.2,1418.5,1457.3
1446.3,1446.3,1418.6,1457.3
1446.4,1446.4,1418.7,1457.2
1446.5,1446.5,1418.9,1456.8
1446.6,1446.6,1419.1,1456.3
1446.6,1446.6,1419.3,1455.6
1446.7,1446.7,1419.4,1454.9
1446.8,1446.8,1419.6,1454.2
1446.9,1446.9,1419.8,1453.7
1447,1447,1419.9,1453.6
1447.1,1447.1,1420,1453.8
1447.2,1447.2,1420,1454.2
1447.2,1447.2,1420,1454.5
1447.1,1447.1,1420,1454.7
1446.9,1446.9,1420.1,1454.5
1446.8,1446.8,1420.3,1454.2
1446.6,1446.6,1420.4,1453.8
1446.5,1446.5,1420.5,1453.4
1446.4,1446.4,1420.6,1453.1
1446.4,1446.4,1420.7,1452.4
1446.4,1446.4,1420.8,1450.8
1446.6,1446.6,1420.9,1448.2
1446.8,1446.8,1420.9,1444.5
1447.2,1447.2,1420.9,1439.7
1447.8,1447.8,1420.8,1434.6
1448.7,1448.7,1420.8,1430
1450,1450,1420.8,1426.1
1451.9,1451.9,1420.7,1423.1
1454.2,1454.2,1420.7,1420.8
1456.7,1456.7,1420.6,1419
1459.3,1459.3,1420.5,1417.6
1461.9,1461.9,1420.4,1416.8
1464.6,1464.6,1420.3,1416.7
1467.2,1467.2,1420.1,1417.1
1469.7,1469.7,1420,1418.1
1472.1,1472.1,1419.9,1419.4
1474.4,1474.4,1419.8,1420.5
1476.5,1476.5,1419.9,1421.2
1478.5,1478.5,1420,1421.6
1480.4,1480,1420.2,1421.7
1482.1,1480,1420.5,1421.5
1483.6,1480,1420.7,1421.3
1484.6,1480,1420.8,1421
1485.1,1480,1420.7,1420.8
1485.3,1480,1420.6,1420.7
1485.3,1480,1420.6,1420.6
1485,1480,1420.8,1420.7
1484.2,1480,1421.3,1420.8
1483,1480,1421.9,1420.7
1481.7,1480,1422.6,1420.6
1480.4,1480,1422.9,1420.2
1479.2,1479.2,1422.9,1419.8
1478,1478,1422.8,1419.3
1476.9,1476.9,1422.9,1419
1475.8,1475.8,1423.5,1418.9
1474.7,1474.7,1425,1419.1
1473.8,1473.8,1427.2,1419.6
1472.8,1472.8,1429.6,1420
